id,execution_date,sku,ds,yhat,yhat_lower,yhat_upper,model_version,created_at
05c7ff33-084c-4fb8-9b84-548908785fef,2026-02-21,SKU-003,2026-12-24,0,0,477,prophet-v2.0,2026-02-21 15:43:38.659496+00
062f6eef-f6b9-4b1c-84f4-5ed73b673f74,2026-02-21,SKU-001,2026-08-10,196,96,302,prophet-v2.0,2026-02-21 15:43:38.13395+00
069be19b-c1dc-43ab-b901-6902685bdba8,2026-02-21,SKU-003,2026-04-01,377,0,903,prophet-v2.0,2026-02-21 15:43:38.495505+00
07150890-9c43-448f-a70f-a211fe566b1a,2026-02-21,SKU-001,2026-05-20,193,98,294,prophet-v2.0,2026-02-21 15:43:38.13395+00
07bb14df-f8d9-4994-ac3e-ed3a5cbd5790,2026-02-21,SKU-001,2026-11-09,192,89,289,prophet-v2.0,2026-02-21 15:43:38.13395+00
07f33fb9-f740-452d-93b7-694ccb282ceb,2026-02-21,SKU-002,2026-12-16,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
07fa0c97-f2f8-4a58-979d-eac26999c6d3,2026-02-21,SKU-002,2026-04-25,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
08330355-1f22-4d34-a985-05009e85b822,2026-02-21,SKU-001,2026-03-21,193,96,292,prophet-v2.0,2026-02-21 15:43:38.13395+00
08ce7d29-3281-4890-8900-01aa798f3ef6,2026-02-21,SKU-001,2026-04-27,202,103,307,prophet-v2.0,2026-02-21 15:43:38.13395+00
0932e374-65b3-4f31-9d02-34201737d8d3,2026-02-21,SKU-001,2026-09-16,190,89,299,prophet-v2.0,2026-02-21 15:43:38.13395+00
09e3e136-acd2-464a-928f-9ae6b37e836f,2026-02-21,SKU-002,2026-10-03,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
0a10053b-7a2f-417e-b362-ce79f44da6e3,2026-02-21,SKU-002,2026-01-02,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
0a152a31-8fb3-4bae-8049-b6e400b314f4,2026-02-21,SKU-002,2026-11-13,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
0a6548e2-3e3c-4951-9b9c-76205a9d9296,2026-02-21,SKU-001,2026-05-11,197,93,292,prophet-v2.0,2026-02-21 15:43:38.13395+00
0a6f933f-cefb-4684-8d65-e549fdfc1487,2026-02-21,SKU-003,2026-03-19,181,0,671,prophet-v2.0,2026-02-21 15:43:38.495505+00
0aceb3a3-6490-4a71-ab82-428ade3ef592,2026-02-21,SKU-001,2026-11-29,334,237,436,prophet-v2.0,2026-02-21 15:43:38.13395+00
0b0028a6-4566-4ee8-8c3f-d52a5ac4dc62,2026-02-21,SKU-003,2026-02-14,408,0,899,prophet-v2.0,2026-02-21 15:43:38.495505+00
0b181604-d396-43db-8f3b-333637c76715,2026-02-21,SKU-002,2026-03-17,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
0c1e9494-a869-4934-8bc3-c68d1059a1b5,2026-02-21,SKU-002,2026-09-16,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
0c5d5b28-950b-4ee0-abab-3224a346dd55,2026-02-21,SKU-003,2026-10-12,106,0,622,prophet-v2.0,2026-02-21 15:43:38.659496+00
0c66c7f5-bebf-454c-ba07-b8181df6bc84,2026-02-21,SKU-003,2026-10-17,115,0,616,prophet-v2.0,2026-02-21 15:43:38.659496+00
0c8fae4f-44d5-4222-b32c-e480b8a9f562,2026-02-21,SKU-001,2026-08-27,174,68,273,prophet-v2.0,2026-02-21 15:43:38.13395+00
0caf0a4b-88fa-41cc-96fd-fa98c388c805,2026-02-21,SKU-001,2026-05-18,202,104,309,prophet-v2.0,2026-02-21 15:43:38.13395+00
0cd87f82-9afc-4d2b-a1e1-83f0300fa005,2026-02-21,SKU-001,2026-11-26,332,239,435,prophet-v2.0,2026-02-21 15:43:38.13395+00
0d03646d-76a1-45b5-af73-649aa6135164,2026-02-21,SKU-003,2026-04-20,314,0,828,prophet-v2.0,2026-02-21 15:43:38.495505+00
0d1f01b9-8f05-431a-8602-1207fcc360b3,2026-02-21,SKU-002,2026-01-27,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
0d5de479-70bf-48e6-a223-c8e3f4e8106c,2026-02-21,SKU-002,2026-02-02,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
0d6973ad-ddfe-4350-93fb-e8c51c3501d4,2026-02-21,SKU-002,2026-09-03,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
0d825dc3-1337-426e-a0b6-5ff50b515241,2026-02-21,SKU-001,2026-09-23,180,79,278,prophet-v2.0,2026-02-21 15:43:38.13395+00
0d8cab8f-5078-4b15-9fc5-10422a4d9e5d,2026-02-21,SKU-001,2026-03-08,192,91,292,prophet-v2.0,2026-02-21 15:43:38.13395+00
0d93b7fc-8472-4c81-a012-c169609b67f5,2026-02-21,SKU-001,2026-04-26,203,109,309,prophet-v2.0,2026-02-21 15:43:38.13395+00
0d9ee21b-36fd-4f68-9f28-202aa0a2add1,2026-02-21,SKU-001,2026-12-01,309,211,421,prophet-v2.0,2026-02-21 15:43:38.13395+00
0dfc5c51-a2e0-452c-82e4-173ee34ab2f0,2026-02-21,SKU-002,2026-09-05,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
0e7b6ec0-2c72-4d50-9db3-b316147c3281,2026-02-21,SKU-003,2026-07-01,553,26,1050,prophet-v2.0,2026-02-21 15:43:38.495505+00
0e7bff5b-cf1b-442c-85f0-cf60b5014112,2026-02-21,SKU-003,2026-11-05,11,0,539,prophet-v2.0,2026-02-21 15:43:38.659496+00
0eac27be-49b5-4d82-803f-baeed4ae1a08,2026-02-21,SKU-003,2026-04-07,260,0,792,prophet-v2.0,2026-02-21 15:43:38.495505+00
0f4cd8db-fd7e-4ad0-a0ef-491dbd8c030a,2026-02-21,SKU-001,2026-11-15,262,162,373,prophet-v2.0,2026-02-21 15:43:38.13395+00
0f57dc64-86e7-4be7-a3e5-4ee7794a05f7,2026-02-21,SKU-002,2026-11-01,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
0f67c353-0a2e-4ba5-9827-270a2bfd2d79,2026-02-21,SKU-001,2026-12-22,146,48,240,prophet-v2.0,2026-02-21 15:43:38.13395+00
0f6dbbb7-f58f-47ee-91cf-a737278e945a,2026-02-21,SKU-002,2025-12-28,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
1043da17-cb62-4bf5-a2ad-99171424a7f7,2026-02-21,SKU-002,2026-11-12,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
1057dc9f-59dd-4ab8-a4a7-5ec118fc55c6,2026-02-21,SKU-002,2026-07-13,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
10918cec-2b14-4bd2-9c2e-3959c0dcdcd3,2026-02-21,SKU-002,2026-09-02,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
10cd3577-5e64-493c-bdb0-d8eb9ce408c6,2026-02-21,SKU-002,2026-04-21,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
10cf9bfc-1047-4700-882c-0d74d8262929,2026-02-21,SKU-001,2026-05-26,194,91,294,prophet-v2.0,2026-02-21 15:43:38.13395+00
10f14cdf-458b-4d9b-ad05-2401920fa819,2026-02-21,SKU-001,2026-01-22,186,87,290,prophet-v2.0,2026-02-21 15:43:38.13395+00
111c3616-61ef-4a1e-8bc6-ddbe783ab1db,2026-02-21,SKU-003,2026-12-17,0,0,416,prophet-v2.0,2026-02-21 15:43:38.659496+00
1148d17c-f5dd-4e70-a9e6-afb628d92ed0,2026-02-21,SKU-002,2026-09-27,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
1152ec03-6f68-4396-a833-f1485ea3ccb6,2026-02-21,SKU-003,2026-03-11,182,0,700,prophet-v2.0,2026-02-21 15:43:38.495505+00
11769615-2854-486b-9ba5-7a77d7840af1,2026-02-21,SKU-003,2026-02-13,408,0,921,prophet-v2.0,2026-02-21 15:43:38.495505+00
11fa2bd1-0364-45b1-9d9b-2305d2ba5d3b,2026-02-21,SKU-002,2026-01-30,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
122dc067-a15e-410e-b50d-07204e1dbf52,2026-02-21,SKU-003,2026-01-04,10,0,522,prophet-v2.0,2026-02-21 15:43:38.495505+00
122e6894-ee9e-4794-b48f-cca15e27523b,2026-02-21,SKU-001,2026-12-02,301,201,400,prophet-v2.0,2026-02-21 15:43:38.13395+00
123060cc-f980-4c58-803c-265648b2ce4b,2026-02-21,SKU-003,2026-04-08,370,0,915,prophet-v2.0,2026-02-21 15:43:38.495505+00
12492b06-84cc-44eb-a6b5-06c36bf0b0d1,2026-02-21,SKU-002,2026-10-31,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
12dc7da5-467f-4d1b-b675-65f0c99d7653,2026-02-21,SKU-003,2026-07-29,481,0,968,prophet-v2.0,2026-02-21 15:43:38.495505+00
12fea046-e821-4fcc-b0d3-4c538c5de57a,2026-02-21,SKU-002,2026-06-05,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
13998227-168d-4474-b206-2e3f9b52e304,2026-02-21,SKU-002,2026-05-08,0,0,2,prophet-v2.0,2026-02-21 15:43:38.13395+00
13b3c23d-7289-4fc2-9a2a-c628bb4c3bc3,2026-02-21,SKU-001,2026-08-13,182,76,277,prophet-v2.0,2026-02-21 15:43:38.13395+00
13d9561e-1c83-4f8a-911a-9990f90c9990,2026-02-21,SKU-003,2026-10-03,128,0,611,prophet-v2.0,2026-02-21 15:43:38.495505+00
14ee02b1-3438-4485-854a-b7d02e044d42,2026-02-21,SKU-001,2026-05-01,192,93,287,prophet-v2.0,2026-02-21 15:43:38.13395+00
14f18d0f-d5fa-49f1-b53c-48242afe504f,2026-02-21,SKU-002,2026-10-19,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
15473b9b-d1d3-4784-825f-345e2fbb6474,2026-02-21,SKU-003,2026-08-09,350,0,887,prophet-v2.0,2026-02-21 15:43:38.495505+00
15b43be7-cc71-4136-b973-2747f664f062,2026-02-21,SKU-002,2026-11-24,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
1609d33b-aa1d-427b-8094-7bbe55ad42b4,2026-02-21,SKU-001,2026-07-12,185,86,285,prophet-v2.0,2026-02-21 15:43:38.13395+00
167c74d4-f650-422d-b2f0-b42f18d8426f,2026-02-21,SKU-001,2026-02-13,205,109,302,prophet-v2.0,2026-02-21 15:43:38.13395+00
168d3180-4b2c-4418-857e-8fa94f80d644,2026-02-21,SKU-003,2026-07-03,465,0,1031,prophet-v2.0,2026-02-21 15:43:38.495505+00
169fd1e8-3608-494c-a073-c438105af181,2026-02-21,SKU-001,2026-10-16,212,110,313,prophet-v2.0,2026-02-21 15:43:38.13395+00
16aa719a-a203-46aa-a7d8-b25903a24f88,2026-02-21,SKU-003,2026-04-19,290,0,823,prophet-v2.0,2026-02-21 15:43:38.495505+00
172fda0d-c73c-4660-a3bd-4d04de2d4f1d,2026-02-21,SKU-001,2026-09-06,204,105,304,prophet-v2.0,2026-02-21 15:43:38.13395+00
176662cb-5b39-4015-8952-07656819b031,2026-02-21,SKU-002,2026-08-21,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
179a0054-9a57-454b-9847-442b0c9dfa81,2026-02-21,SKU-002,2026-02-22,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
17ada058-1d53-4c36-a38c-f55134931f62,2026-02-21,SKU-003,2026-06-20,459,0,994,prophet-v2.0,2026-02-21 15:43:38.495505+00
17db49c2-2ec7-4031-a66b-072c68690c32,2026-02-21,SKU-002,2026-05-30,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
183967bf-310a-4523-841c-0477ebe2554c,2026-02-21,SKU-001,2026-01-15,200,105,296,prophet-v2.0,2026-02-21 15:43:38.13395+00
1841fc6b-af2b-4865-ab22-e2779339b2c4,2026-02-21,SKU-003,2026-02-07,302,0,809,prophet-v2.0,2026-02-21 15:43:38.495505+00
1842bc05-b290-4211-90b1-8e9b3fd6c12a,2026-02-21,SKU-001,2026-06-13,188,96,291,prophet-v2.0,2026-02-21 15:43:38.13395+00
188867bd-713a-45ce-93ee-6c50302dedb7,2026-02-21,SKU-002,2026-12-08,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
18dec736-fe13-4600-928e-0260f013619a,2026-02-21,SKU-003,2026-07-14,435,0,972,prophet-v2.0,2026-02-21 15:43:38.495505+00
193258c0-fea9-4d09-9f5c-998157700af6,2026-02-21,SKU-002,2026-09-17,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
1969877f-3693-4678-9d07-deecea2fceae,2026-02-21,SKU-003,2026-10-02,137,0,620,prophet-v2.0,2026-02-21 15:43:38.495505+00
19745739-632a-4343-a297-6e2ba988fba2,2026-02-21,SKU-002,2026-06-03,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
1999d7d8-f80e-413f-9630-5fec9c7d1d8f,2026-02-21,SKU-003,2026-01-26,0,0,497,prophet-v2.0,2026-02-21 15:43:38.495505+00
19bef972-60aa-4587-a06c-2383a677effa,2026-02-21,SKU-002,2026-03-15,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
1a3c295e-e19a-471f-9189-9d13a34d3542,2026-02-21,SKU-003,2026-10-16,119,0,656,prophet-v2.0,2026-02-21 15:43:38.659496+00
1a4ce3e0-520a-4264-86ab-59f6a958a50e,2026-02-21,SKU-002,2026-04-28,0,0,2,prophet-v2.0,2026-02-21 15:43:38.13395+00
1a509fad-9ffa-4d30-a920-c84bcb4c3982,2026-02-21,SKU-003,2026-02-09,343,0,868,prophet-v2.0,2026-02-21 15:43:38.495505+00
1a6f7ff0-ff5b-474d-8828-aa9b726af2d0,2026-02-21,SKU-002,2026-04-30,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
1ac4e699-e03f-437e-bf87-720a3076cbd4,2026-02-21,SKU-001,2026-08-17,184,95,284,prophet-v2.0,2026-02-21 15:43:38.13395+00
1b13c7b7-0166-443d-88bf-8341e22a30e1,2026-02-21,SKU-002,2026-08-25,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
1bba8442-b47f-4000-8586-53fee55d8020,2026-02-21,SKU-001,2026-08-25,171,73,269,prophet-v2.0,2026-02-21 15:43:38.13395+00
1bc11831-2be8-4448-95bc-7656ad37c058,2026-02-21,SKU-002,2026-09-14,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
1bd61ac4-c0fc-4d73-ba2e-e698e8dea496,2026-02-21,SKU-002,2026-05-28,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
1ca507ba-d2e7-4977-97d5-139bb3e5685c,2026-02-21,SKU-002,2026-03-19,0,0,2,prophet-v2.0,2026-02-21 15:43:38.13395+00
1cfd722f-90fc-4c3b-92c4-206513e2b20a,2026-02-21,SKU-003,2026-12-25,0,0,450,prophet-v2.0,2026-02-21 15:43:38.659496+00
1d288820-c8a5-468d-b519-8d383c275b44,2026-02-21,SKU-002,2026-03-26,0,0,2,prophet-v2.0,2026-02-21 15:43:38.13395+00
1d44bdbd-5166-4961-9c19-5be755eda4e3,2026-02-21,SKU-001,2026-10-20,190,87,293,prophet-v2.0,2026-02-21 15:43:38.13395+00
1d4cf312-da20-4dee-8dc5-1dfe7b02a5b2,2026-02-21,SKU-003,2026-04-17,302,0,834,prophet-v2.0,2026-02-21 15:43:38.495505+00
1db93fb3-c6b9-434e-b1ac-8424bec764b1,2026-02-21,SKU-001,2026-03-29,185,87,281,prophet-v2.0,2026-02-21 15:43:38.13395+00
1ddb6971-35a9-484b-ba54-2c3994ef36d0,2026-02-21,SKU-001,2026-08-16,187,79,277,prophet-v2.0,2026-02-21 15:43:38.13395+00
1df7b900-7fcd-4549-81d9-d7f797c55d43,2026-02-21,SKU-001,2026-09-30,183,81,280,prophet-v2.0,2026-02-21 15:43:38.13395+00
1e6259f9-b24c-475f-8399-d9f5c781d891,2026-02-21,SKU-003,2026-05-14,384,0,910,prophet-v2.0,2026-02-21 15:43:38.495505+00
1e6c64f8-351b-4801-9f9a-255d6f666d65,2026-02-21,SKU-001,2026-03-05,177,77,272,prophet-v2.0,2026-02-21 15:43:38.13395+00
1ee721d5-8fe3-47e3-93b6-e9c17af4e1b3,2026-02-21,SKU-002,2026-06-27,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
1faef485-0be5-407c-a725-e1ed7f4d5173,2026-02-21,SKU-003,2026-10-21,204,0,754,prophet-v2.0,2026-02-21 15:43:38.659496+00
1fe44320-9609-4d90-8188-74180341e649,2026-02-21,SKU-003,2026-05-17,356,0,863,prophet-v2.0,2026-02-21 15:43:38.495505+00
1feb8b99-6c06-4c64-acc2-271f9b06c5c9,2026-02-21,SKU-002,2026-02-13,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
20169441-bb54-4426-8b27-4d0943e36a1f,2026-02-21,SKU-002,2026-10-16,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
2032d639-ba6c-44cf-a3bf-f775d4887a9d,2026-02-21,SKU-002,2026-04-11,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
20aa88b9-c99f-4503-b62a-8373affa4ba7,2026-02-21,SKU-002,2026-01-04,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
20f9e050-024d-42dd-8016-53d4d646d7f8,2026-02-21,SKU-003,2026-06-07,454,0,971,prophet-v2.0,2026-02-21 15:43:38.495505+00
21383fd2-ee4a-4cfb-b360-d83564eb1520,2026-02-21,SKU-002,2026-04-19,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
215835f5-9844-45ba-bf6a-91468f419571,2026-02-21,SKU-003,2026-05-03,376,0,905,prophet-v2.0,2026-02-21 15:43:38.495505+00
21715b30-7a1f-4712-8d15-2da28da87111,2026-02-21,SKU-002,2026-08-05,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
21736c92-564b-4300-b535-1e048dcc6aaa,2026-02-21,SKU-002,2026-04-20,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
2223f721-f81d-4d39-a064-bfdefdec38a2,2026-02-21,SKU-001,2026-10-03,196,93,297,prophet-v2.0,2026-02-21 15:43:38.13395+00
223bb82d-2930-452b-8e29-44c6af95dfb7,2026-02-21,SKU-003,2026-10-08,118,0,669,prophet-v2.0,2026-02-21 15:43:38.659496+00
22700b66-377a-460e-bfdb-a92e16c5c0ae,2026-02-21,SKU-002,2026-02-11,0,0,2,prophet-v2.0,2026-02-21 15:43:38.13395+00
22c0df6d-c51a-4988-a257-1ff0add606ea,2026-02-21,SKU-002,2026-09-22,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
22f7ecd1-78f2-4c2b-aa84-1af737b23519,2026-02-21,SKU-001,2026-06-12,189,90,285,prophet-v2.0,2026-02-21 15:43:38.13395+00
233cc0e2-5ccc-430b-9955-772db766fe23,2026-02-21,SKU-002,2026-08-15,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
23af96e8-7ec2-4df5-8eeb-ddb53d5aafef,2026-02-21,SKU-003,2026-12-19,0,0,438,prophet-v2.0,2026-02-21 15:43:38.659496+00
23ef37c2-079d-4490-9298-639eab673e30,2026-02-21,SKU-001,2026-03-28,182,82,280,prophet-v2.0,2026-02-21 15:43:38.13395+00
2429ca62-49e5-4c23-9dd8-c3fd8d1991c2,2026-02-21,SKU-003,2026-08-22,330,0,848,prophet-v2.0,2026-02-21 15:43:38.495505+00
242b604e-9736-4421-aa4d-d4bf687c9884,2026-02-21,SKU-001,2026-05-05,187,96,291,prophet-v2.0,2026-02-21 15:43:38.13395+00
24482407-440b-4d45-97ab-2f5b0cfa3091,2026-02-21,SKU-003,2026-06-22,451,0,972,prophet-v2.0,2026-02-21 15:43:38.495505+00
244f5104-6d13-412e-a754-28797effd08b,2026-02-21,SKU-003,2026-07-07,447,0,963,prophet-v2.0,2026-02-21 15:43:38.495505+00
24802937-c1bd-4734-bcbd-1dae8c2b4cc0,2026-02-21,SKU-002,2026-07-19,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
24942d77-9dff-46f4-9357-175135429ae5,2026-02-21,SKU-002,2026-09-23,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
24b5b4bc-0625-4d3d-84b3-c9abcc381fea,2026-02-21,SKU-001,2026-01-02,207,104,306,prophet-v2.0,2026-02-21 15:43:38.13395+00
24d1f920-4688-40ab-b4c5-42e559975cb1,2026-02-21,SKU-003,2026-01-05,24,0,544,prophet-v2.0,2026-02-21 15:43:38.495505+00
24d7d379-ee9d-4251-b268-4f63fdf5524a,2026-02-21,SKU-001,2026-04-01,170,65,276,prophet-v2.0,2026-02-21 15:43:38.13395+00
2548c102-6c66-4eb5-8d0d-c45fd6d93f04,2026-02-21,SKU-002,2026-10-04,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
258f3e73-409d-49d1-a402-ae9c83923410,2026-02-21,SKU-003,2026-03-04,212,0,734,prophet-v2.0,2026-02-21 15:43:38.495505+00
25a545b1-728a-4f77-91fd-cce2282b8143,2026-02-21,SKU-001,2026-09-11,203,110,302,prophet-v2.0,2026-02-21 15:43:38.13395+00
25c1ec63-31f0-47eb-b1e5-4351b6cb8895,2026-02-21,SKU-003,2026-11-30,15,0,562,prophet-v2.0,2026-02-21 15:43:38.659496+00
2605fc97-3847-4d32-9a90-63d76ef3c3a3,2026-02-21,SKU-001,2026-04-11,180,73,277,prophet-v2.0,2026-02-21 15:43:38.13395+00
268a7349-8c67-4b61-ab67-cf7722e8693c,2026-02-21,SKU-003,2026-05-09,391,0,920,prophet-v2.0,2026-02-21 15:43:38.495505+00
26e91f42-f5b3-440f-8faf-bd93e5ec4174,2026-02-21,SKU-002,2026-03-14,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
26f1cdfc-4eca-4b9f-aec0-84288f8b2df8,2026-02-21,SKU-002,2026-10-13,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
270e3139-a10d-4551-a493-70d1fce99dc5,2026-02-21,SKU-001,2026-09-09,195,96,294,prophet-v2.0,2026-02-21 15:43:38.13395+00
275645f7-4777-41db-91c5-961c21be3f7b,2026-02-21,SKU-003,2026-02-18,486,0,967,prophet-v2.0,2026-02-21 15:43:38.495505+00
276fbe85-d914-4157-9349-4bbc2830982c,2026-02-21,SKU-003,2026-05-21,390,0,911,prophet-v2.0,2026-02-21 15:43:38.495505+00
27806e2e-ecfc-4851-89a4-fe93686aa80c,2026-02-21,SKU-002,2026-03-16,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
278f330a-77ad-4629-9df5-fa3d12fe610b,2026-02-21,SKU-002,2026-02-24,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
279a0ecb-0d75-4ea5-93b5-077c3d4fa1f1,2026-02-21,SKU-001,2026-10-31,149,52,255,prophet-v2.0,2026-02-21 15:43:38.13395+00
27a68c69-4cfb-49f9-b0e6-385dd4097b19,2026-02-21,SKU-002,2026-08-14,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
27d92998-e4f3-4093-93ab-dd1ccecb28a6,2026-02-21,SKU-002,2026-07-05,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
280c5ef7-d3e1-4c20-8b93-4b911483a1db,2026-02-21,SKU-002,2026-04-16,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
281a3286-b36e-44c9-8407-76e00a9c5a18,2026-02-21,SKU-001,2026-05-31,202,101,306,prophet-v2.0,2026-02-21 15:43:38.13395+00
